1,3,5,7,9,11,13,15,17,19,21,23,25,27,29,31,33,35,37,39,41,43,45,47,49,51,53,55,57,59,61,63,65,67,69,71,73,75,77,79,81,83,85,87,89,91,93,95,97,99,101,103,105,107,109,111,113,115,117,119,121,123,125,127,129,131,133,135,137,139,141,143,145,147,149,151,153,155,157,159,161,163,165,167,169,171,173,175,177,179,181,183,185,187,189,191,193,195,197,199,
0.0175859,0.0100203,0.0172695,0.0107991,0.0098017,0.0111276,0.0105163,0.0103066,0.0100441,0.0101058,0.010844,0.0105063,0.0104579,0.010402,0.00958815,0.00986248,0.0108986,0.00950814,0.0103287,0.010473,0.00955352,0.0100676,0.0108548,0.0111496,0.00998999,0.0106066,0.00953604,0.0099176,0.0104024,0.00938451,0.00979254,0.0104927,0.00971937,0.00984359,0.0151291,0.0154765,0.0106649,0.0101895,0.0111587,0.0108778,0.0117408,0.0142423,0.0130141,0.0115385,0.00978208,0.0101452,0.0101817,0.012239,0.00977288,0.0108053,0.00988062,0.0102934,0.00959974,0.0104239,0.0100949,0.0104368,0.0100802,0.0105997,0.009675,0.0112509,0.00988895,0.0100794,0.010873,0.0104101,0.00972966,0.0115581,0.010247,0.0113396,0.0104484,0.0104369,0.00978888,0.0101021,0.0104864,0.0102006,0.0100736,0.0112108,0.00989056,0.0102801,0.0105854,0.0112115,0.0096289,0.0106071,0.00996664,0.0107634,0.0095747,0.0115329,0.0103119,0.0113356,0.0106356,0.0106726,0.00979071,0.0109863,0.0100835,0.0117737,0.0106818,0.00997106,0.0105536,0.00946706,0.00919015,0.00966346,
0.0161887,0.0101224,0.0158811,0.0120722,0.0099082,0.0101806,0.0100027,0.00999673,0.00984755,0.00970322,0.0141571,0.0104529,0.00973091,0.00991933,0.00966267,0.0095703,0.0109029,0.0096895,0.00940798,0.00969778,0.00970457,0.0102834,0.00996124,0.011465,0.0100884,0.00984223,0.00991071,0.00945197,0.00964888,0.0098743,0.00950523,0.00972444,0.00989176,0.00966869,0.0139292,0.0108516,0.0101423,0.0102445,0.0103484,0.0109821,0.0111539,0.0123744,0.0131417,0.0111454,0.00942079,0.0098964,0.0143983,0.0104607,0.0095711,0.0101534,0.00963469,0.00986305,0.00947061,0.00974814,0.00943132,0.00968881,0.00994845,0.0141546,0.00938786,0.0101364,0.0105054,0.00990776,0.0109279,0.00996668,0.0113227,0.00967533,0.00973562,0.0101425,0.00937522,0.0100156,0.0108906,0.0100331,0.010581,0.0102301,0.00961804,0.0105423,0.00962815,0.00978372,0.00951899,0.00976387,0.010159,0.0107884,0.0102734,0.0101153,0.0102175,0.0102498,0.0104339,0.0104996,0.0104985,0.00984704,0.0110358,0.0117915,0.010947,0.00995347,0.0107281,0.0105199,0.00924323,0.0101199,0.00933379,0.00976355,
0.0150754,0.0100929,0.0145093,0.0146138,0.0100704,0.0106123,0.00990617,0.00993991,0.00986435,0.0103192,0.0109894,0.0102608,0.0104284,0.0102023,0.00992114,0.0101243,0.00994303,0.0121424,0.0102982,0.00970525,0.00962416,0.013031,0.00992573,0.0103467,0.0106102,0.00991808,0.00970573,0.0106157,0.00985987,0.0096122,0.0103499,0.0096596,0.0125669,0.012612,0.0139953,0.0116075,0.0126117,0.0124004,0.0106954,0.00998289,0.013255,0.0121278,0.0125863,0.0120144,0.0105815,0.00968971,0.0140842,0.0104479,0.010149,0.00974905,0.0105842,0.00978419,0.0101625,0.00966949,0.0101557,0.0096767,0.010176,0.0106229,0.0106133,0.0112657,0.0117032,0.00964094,0.0108687,0.0107905,0.0125403,0.0100858,0.0101366,0.00966775,0.0101826,0.0100043,0.0114277,0.010846,0.0101745,0.0100917,0.0110506,0.0121995,0.0112703,0.0097565,0.0105307,0.00961404,0.0103507,0.0104317,0.0107523,0.0109837,0.0107879,0.0103918,0.0101604,0.0100307,0.0105044,0.0107105,0.0103373,0.0101934,0.0102428,0.0108998,0.0103523,0.0103684,0.00982122,0.00997238,0.0105001,0.00937745,
0.0163503,0.0099902,0.0147112,0.0199628,0.0101172,0.0106398,0.00994433,0.00988472,0.00984443,0.0112897,0.0106104,0.0105943,0.0103281,0.00989282,0.00986559,0.0104008,0.0100008,0.0120475,0.0103472,0.00968694,0.00966975,0.0115936,0.00983392,0.00991826,0.0105436,0.0099016,0.00962779,0.0102013,0.00957143,0.00960431,0.0101927,0.00990552,0.0110369,0.0147688,0.0143211,0.0116912,0.0147698,0.0120894,0.01146,0.0109694,0.0127179,0.0122162,0.0121784,0.0106651,0.0105143,0.00979213,0.011486,0.0101481,0.0100658,0.0101352,0.0104286,0.00973325,0.0101314,0.00980547,0.0100753,0.00992789,0.0107959,0.0145451,0.0101385,0.0110091,0.0113769,0.00962185,0.0102152,0.00966261,0.0103804,0.0107126,0.0104634,0.00967095,0.0106267,0.0107936,0.0107425,0.0105589,0.0102616,0.0100828,0.0128252,0.0105045,0.011105,0.0100241,0.0113455,0.00981822,0.0103609,0.0103598,0.0101858,0.0101309,0.0114493,0.0103474,0.0101624,0.00976507,0.0101707,0.0102073,0.0102784,0.0102403,0.0116331,0.00972095,0.0102058,0.0105541,0.00945671,0.00934757,0.00942202,0.0104811,
0.0153049,0.0115086,0.0125859,0.0178067,0.0125167,0.0108439,0.010167,0.00999146,0.0101167,0.011106,0.0119927,0.0112402,0.0103727,0.00996384,0.00982112,0.0103856,0.00994041,0.0106257,0.0100067,0.00958936,0.00975339,0.0105395,0.0120877,0.0100143,0.0120549,0.00990307,0.00979094,0.0102462,0.00964558,0.00967771,0.0101994,0.00981481,0.0106064,0.0140104,0.0138251,0.0119692,0.0113872,0.0110608,0.0113288,0.0138139,0.0142282,0.0127971,0.016662,0.0105772,0.0104679,0.00962344,0.0137613,0.00997998,0.010644,0.0100668,0.0107197,0.0100893,0.01025,0.00996651,0.0100947,0.00966913,0.0101357,0.0120187,0.010194,0.0104678,0.011656,0.010511,0.0136192,0.00998881,0.010409,0.00961987,0.0102782,0.0100461,0.0104687,0.0110269,0.0161287,0.0107231,0.0104815,0.0104906,0.010218,0.0108791,0.0115499,0.0109196,0.0103917,0.00913211,0.0102526,0.00986029,0.0101919,0.0101033,0.010347,0.0101224,0.0104949,0.0111589,0.0102103,0.00976959,0.0102899,0.00968458,0.010198,0.0100404,0.0108614,0.0103999,0.00925956,0.00941003,0.00929092,0.0122154,
0.0146399,0.0102394,0.013714,0.0158805,0.0134575,0.0109077,0.010214,0.00983973,0.00990565,0.010873,0.0130112,0.0105501,0.0106272,0.00995393,0.00959338,0.0105468,0.0102171,0.0101001,0.0101806,0.0100168,0.009574,0.0113323,0.0104288,0.0107227,0.0104925,0.0101799,0.0100729,0.0101062,0.00956489,0.00968908,0.0101795,0.0144949,0.0127075,0.0137962,0.0143849,0.0103453,0.0120396,0.0108739,0.0109435,0.0112323,0.0136372,0.012643,0.0146267,0.00989272,0.0105395,0.00965354,0.0126384,0.0107485,0.0104519,0.0100542,0.0102074,0.00972943,0.0101521,0.00974869,0.0100599,0.0104688,0.0101269,0.0103315,0.0104487,0.0107035,0.0114453,0.010676,0.0131367,0.0110264,0.0110526,0.009875,0.0106353,0.0100844,0.0104843,0.0101155,0.0119243,0.00996067,0.0101427,0.00976488,0.0102725,0.00985352,0.0108887,0.00992244,0.0113479,0.00989113,0.0115983,0.00968048,0.0114995,0.00978496,0.0102115,0.011665,0.0113932,0.00977924,0.0103546,0.00975198,0.0103451,0.00989243,0.0104625,0.0107798,0.0101902,0.0102317,0.00922874,0.00929683,0.00920154,0.0117216,
0.0144297,0.0107033,0.0134488,0.0153184,0.012652,0.0110208,0.0108475,0.00989309,0.0101555,0.014578,0.0124186,0.0116939,0.0105075,0.00991896,0.00963869,0.0105426,0.0101592,0.00968573,0.0101122,0.00976534,0.00964674,0.0105946,0.0126457,0.0100742,0.0104541,0.00997421,0.00990951,0.0101137,0.00976046,0.00956223,0.0101429,0.0150838,0.0114322,0.0154217,0.0146768,0.0103367,0.0117481,0.0103879,0.0111256,0.01098,0.0153295,0.0126713,0.016209,0.00986049,0.0101003,0.00994585,0.0131694,0.0122068,0.0102199,0.0109348,0.0103278,0.00963856,0.0100828,0.00972536,0.0103176,0.0103788,0.0101142,0.0114622,0.0101219,0.0112004,0.0107185,0.010853,0.0118371,0.00982261,0.0100614,0.010858,0.0100887,0.00970751,0.0101605,0.0102943,0.012309,0.00976871,0.0103061,0.00978817,0.0102221,0.0100201,0.0104016,0.010804,0.0101098,0.00900789,0.0108442,0.0111797,0.0103882,0.00977849,0.010663,0.0111861,0.0108147,0.00971727,0.0102625,0.0100584,0.0102227,0.00983588,0.0101703,0.0100463,0.0111129,0.0104068,0.0096348,0.00947235,0.00921576,0.0144585,
0.014136,0.0103913,0.0134591,0.0153705,0.0193533,0.0111429,0.0102635,0.00981492,0.0100355,0.0129503,0.0118681,0.0106425,0.0103049,0.00997239,0.00958625,0.0104057,0.0103478,0.00965413,0.0104024,0.00967474,0.00971471,0.0105012,0.0109589,0.00984056,0.0146327,0.0119675,0.0096982,0.0102381,0.0101056,0.00968273,0.0101373,0.0168621,0.0103151,0.015482,0.0141419,0.00998643,0.0111649,0.0106742,0.0110157,0.0146462,0.0178743,0.0177723,0.0161201,0.0101039,0.0104299,0.00982164,0.0116468,0.0108852,0.0103031,0.0108807,0.0102809,0.00965132,0.010322,0.00984684,0.0112192,0.0104829,0.0101366,0.0100473,0.0101608,0.0105827,0.010351,0.00974073,0.0110786,0.00997817,0.0102784,0.0100686,0.0101233,0.0100639,0.0100929,0.0116186,0.0108609,0.00978319,0.0127044,0.0103814,0.0104023,0.0105048,0.0106409,0.0104946,0.0101996,0.00902697,0.0110383,0.00988679,0.0105693,0.00973966,0.0102793,0.0100867,0.0106632,0.00991715,0.0103599,0.00966729,0.0113532,0.00983663,0.0102316,0.0114441,0.0103278,0.0103127,0.00928194,0.00943929,0.0104993,0.0116009,
0.0149225,0.0104134,0.0136676,0.0182557,0.0140102,0.0115248,0.00996301,0.00980381,0.0100986,0.0120036,0.011545,0.0109806,0.010658,0.00991953,0.00979633,0.0103295,0.011705,0.00973035,0.010343,0.00961843,0.00976328,0.0143029,0.0102399,0.00988207,0.0121726,0.0105035,0.00983167,0.0102365,0.0100476,0.00996618,0.0101527,0.0163975,0.00994155,0.0156265,0.0145168,0.00969827,0.0115357,0.0128399,0.0105486,0.0114587,0.0161742,0.0217908,0.013255,0.00996126,0.0103352,0.00989651,0.0128781,0.0118831,0.0101735,0.0111688,0.0103271,0.0096168,0.0100421,0.00989752,0.0109039,0.0102888,0.0100837,0.0101983,0.010671,0.0101212,0.0104034,0.00988288,0.0102838,0.0104937,0.0101201,0.00973656,0.0101077,0.0100627,0.0102506,0.010586,0.0102211,0.00966562,0.0115237,0.00992609,0.0106987,0.0101259,0.0104432,0.0106775,0.0118057,0.010674,0.0106269,0.00980555,0.0107173,0.0103425,0.0101235,0.0102774,0.0102965,0.0097743,0.010217,0.0102299,0.0105649,0.0112513,0.0112514,0.0101722,0.0102155,0.0110351,0.0101788,0.00936322,0.00951982,0.0109217,
0.0140979,0.0103337,0.0124901,0.0158301,0.0136762,0.0110597,0.0102577,0.00997345,0.0100069,0.0112059,0.0108863,0.0108027,0.0108821,0.00982588,0.00968448,0.0104804,0.0107829,0.00984437,0.0104379,0.00973515,0.00997393,0.0144443,0.010369,0.0102362,0.0117939,0.0101672,0.0100444,0.0100961,0.00974173,0.00972658,0.0101413,0.0148487,0.0109534,0.0146604,0.0145397,0.00982678,0.0123646,0.0184271,0.0112321,0.01098,0.0162393,0.0168552,0.0112154,0.00977784,0.0102254,0.00993044,0.0122033,0.0104199,0.010517,0.0108812,0.0103828,0.00966413,0.0105045,0.0100824,0.0102185,0.00958255,0.0100631,0.0103764,0.0102336,0.0107086,0.0107255,0.0100027,0.0106626,0.0097227,0.0104579,0.0100674,0.0112087,0.00981073,0.0101198,0.0111851,0.0115023,0.010217,0.0112033,0.00971096,0.0129565,0.00962805,0.0103896,0.00977772,0.0103824,0.00919384,0.0102434,0.012895,0.0102022,0.00974695,0.0109523,0.00984264,0.0102278,0.0123729,0.0102786,0.00978305,0.0102271,0.0160466,0.0104755,0.0108028,0.0112432,0.010916,0.00967408,0.00926742,0.00934456,0.0120199,
